swift_code,id,bank,city,branch
ACBOMXM10G2,1,ABACO CASA DE BOLSA, S.A. DE C.V.,GARZA GARCIA,None
ACBOMXM1,2,ABACO CASA DE BOLSA, S.A. DE C.V.,MEXICO,None
ACVLMXMM,3,ACCIONES Y VALORES DE MEXICO, S.A. DE C.V. CASA DE BOLSA,MEXICO,None
ACAOMXM1,4,ACTINVER CASA DE BOLSA SA DE CV,CENTRO DE CIUDAD SANTA FE,None
AFINMXM1,5,AFIN, CASA DE BOLSA, S.A. DE C.V.,MEXICO,None
AUMXMXM1,6,AUDI MEXICO,PUEBLA,None
AMREMXM1,7,AUDI MEXICO REAL ESTATE,PUEBLA,None
AFIRMXMT,8,BANCA AFIRME S.A.,MONTERREY,None
MIFEMXMM,9,BANCA MIFEL SA INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO MIFEL,MEXICO,None
ACIOMXMMACB,10,BANCO ACTINVER SA INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO ACTINVER,CENTRO DE CIUDAD SANTA FE,None
ACIOMXMMMMD,11,BANCO ACTINVER SA INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO ACTINVER,MEXICO,(ACTINVER CASA DE BOLSA MEX-DER)
ACIOMXMMBRA,12,BANCO ACTINVER SA INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO ACTINVER,MEXICO,(ADMON.ACTINVER CASA DE BOLSA.)
ACIOMXMMPAY,13,BANCO ACTINVER SA INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO ACTINVER,MEXICO,(BANCO ACTINVER, SA MEX-DOL)
ACIOMXMM,14,BANCO ACTINVER SA INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO ACTINVER,MEXICO,None
ACIOMXMMFND,15,BANCO ACTINVER SA INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO ACTINVER,MEXICO,None
AUMCMXMM,16,BANCO AUTOFIN MEXICO,MEXICO,None
AZTKMXMM,17,BANCO AZTECA, S.A. INSTITUCION DE BANCA MULTIPLE,MEXICO,None
AZTKMXMMEKT,18,BANCO AZTECA, S.A. INSTITUCION DE BANCA MULTIPLE,MEXICO,None
AZTKMXMMTVA,19,BANCO AZTECA, S.A. INSTITUCION DE BANCA MULTIPLE,MEXICO,None
BBSEMXMX,20,BANCO BASE SA INSTITUCION DE BANCA MULTIPLE, GRUPO FINANCIERO BASE,SAN PEDRO GARZA GARCIA,None
CSFBMXMM,21,BANCO CREDIT SUISSE (MEXICO) S.A.,MEXICO,None
CSFBMXMMVIS,22,BANCO CREDIT SUISSE (MEXICO) S.A.,MEXICO,None
RUGOMXM1,23,BANCO DE CREDITO RURAL DEL GOLFO S.N.C.,VERACRUZ,None
RUGOMXM10M4,24,BANCO DE CREDITO RURAL DEL GOLFO S.N.C.,VILLAHERMOSA,None
RUGOMXM10M3,25,BANCO DE CREDITO RURAL DEL GOLFO S.N.C.,XALAPA,None
BDEMMXMF,26,BANCO DE MEXICO,MEXICO,None
BDEMMXMM,27,BANCO DE MEXICO,MEXICO,None
BAORMXM1,28,BANCO DE ORIENTE, S A,PUEBLA,None
SEFIMXMM,29,BANCO DEL AHORRO NACIONAL Y SERVICIOS FINANCIEROS S.N.C INSTITUCION DE BANCA DE DESARROLLO,MEXICO,None
BJIOMXML,30,BANCO DEL BAJIO, S.A.,LEON,None
INBUMXMM,31,BANCO INBURSA S.A.,MEXICO,None
BITEMXMM,32,BANCO INTERACCIONES,MEXICO,None
INXXMXMM,33,BANCO INVEX S.A.,MEXICO,None
CHASMXMXOCC,34,BANCO J.P. MORGAN S.A.,MEXICO,(FIA MEXICO)
CHASMXMXGTS,35,BANCO J.P. MORGAN S.A.,MEXICO,(GLOBAL TREASURY SERVICES)
CHASMXMX,36,BANCO J.P. MORGAN S.A.,MEXICO,None
MENOMXMTCCM,37,BANCO MERCANTIL DEL NORTE, S.A., INSTITUCION DE BANCA MULTIPLE, GRUPO FINANCIERO BANORTE,MEXICO,(CUSTODY AND CASH MANAGEMENT)
MENOMXMT,38,BANCO MERCANTIL DEL NORTE, S.A., INSTITUCION DE BANCA MULTIPLE, GRUPO FINANCIERO BANORTE,MEXICO,None
MENOMXMTMEX,39,BANCO MERCANTIL DEL NORTE, S.A., INSTITUCION DE BANCA MULTIPLE, GRUPO FINANCIERO BANORTE,MEXICO,None
MENOMXMTDER,40,BANCO MERCANTIL DEL NORTE, S.A., INSTITUCION DE BANCA MULTIPLE, GRUPO FINANCIERO BANORTE,MONTERREY,N.L.,(DERIVATIVES)
MENOMXMTFEX,41,BANCO MERCANTIL DEL NORTE, S.A., INSTITUCION DE BANCA MULTIPLE, GRUPO FINANCIERO BANORTE,MONTERREY,N.L.,(FOREIGN EXCHANGE)
MENOMXMTWLS,42,BANCO MERCANTIL DEL NORTE, S.A., INSTITUCION DE BANCA MULTIPLE, GRUPO FINANCIERO BANORTE,MONTERREY,N.L.,(WHOLESALE BANKING)
MENOMXMTPYM,43,BANCO MERCANTIL DEL NORTE, S.A., INSTITUCION DE BANCA MULTIPLE, GRUPO FINANCIERO BANORTE,MONTERREY,N.L.,(WIRE TRANSFER DEPT)
MONXMXM1TFI,44,BANCO MONEX, S.A.,MEXICO,None
MONXMXMM,45,BANCO MONEX, S.A.,MEXICO,None
MNBDMXM1,46,BANCO MONEX, S.A. INSTITUCION DE BANCA MULTIPLE,MEXICO,None
MIMMMXM1,47,BANCO MULTIVA S.A. INSTITUCION DE BANCA MULTIPLE, GRUPO FINANCIERO MULTIVA,MEXICO,None
MIMMMXMX,48,BANCO MULTIVA S.A. INSTITUCION DE BANCA MULTIPLE, GRUPO FINANCIERO MULTIVA,MEXICO,None
BNCEMXMM,49,BANCO NACIONAL DE COMERCIO EXTERIOR, S.N.C.,MEXICO,None
NCRUMXM1,50,BANCO NACIONAL DE CREDITO RURAL SA,MEXICO,None
BNMXMXMMGUA,51,BANCO NACIONAL DE MEXICO S.A.,GUADALAJARA,None
BNMXMXMMLEO,52,BANCO NACIONAL DE MEXICO S.A.,LEON,None
BNMXMXMM,53,BANCO NACIONAL DE MEXICO S.A.,MEXICO,(HEAD OFFICE AND FOR ALL REMAINING UNLISTED BRANCHES)
BNMXMXMMINV,54,BANCO NACIONAL DE MEXICO S.A.,MEXICO,(INTERNATIONAL CUSTODY)
BNMXMXMMMTI,55,BANCO NACIONAL DE MEXICO S.A.,MEXICO,(MONEY TRANSFER INVESTIGATIONS)
BNMXMXMMPYM,56,BANCO NACIONAL DE MEXICO S.A.,MEXICO,(PAYMENT ORDERS DEPT)
BNMXMXMMCVT,57,BANCO NACIONAL DE MEXICO S.A.,MEXICO,(VOSTRO ACCOUNTS DEPT)
BNMXMXMMMTY,58,BANCO NACIONAL DE MEXICO S.A.,MONTERREY,None
BNMXMXMMPUE,59,BANCO NACIONAL DE MEXICO S.A.,PUEBLA,None
EJERMXMM,60,BANCO NACIONAL DEL EJERCITO, FUERZA AEREA Y ARMADA, S.N.C.,MEXICO,None
BNPPMXM1,61,BANCO NACIONAL PESQUERO Y PORTUARIO, S.N.C.,HERMOSILLO,None
RGIOMXMT,62,BANCO REGIONAL DE MONTERREY, S.A.,SAN PEDRO GARZA GARCIA,None
